,country,points,price,province
3804,Italy,88,20,Tuscany
3805,Spain,88,15,Catalonia
3806,US,88,13,California
3807,US,88,12,California
3808,Spain,88,44,Northern Spain
3809,Chile,88,12,Maule Valley
3810,US,88,28,California
3811,France,88,15,Southwest France
3812,US,88,17,California
3813,France,88,22,Beaujolais
3814,France,88,25,Southwest France
3815,France,88,20,Rhône Valley
3816,France,88,17,Southwest France
3817,Italy,93,65,Tuscany
3818,Portugal,93,,Douro
3819,Portugal,93,28,Lisboa
3820,US,93,30,California
3821,Spain,93,95,Northern Spain
3822,US,93,52,California
3823,France,93,,Loire Valley
3824,France,93,84,Rhône Valley
3825,France,93,130,Rhône Valley
3826,Italy,93,36,Tuscany
3827,US,93,39,California
3828,US,93,79,California
3829,France,93,40,Alsace
3830,Italy,93,23,Tuscany
3831,US,93,106,California
3832,France,93,,Loire Valley
3833,France,93,32,Alsace
3834,France,93,30,Rhône Valley
3835,Italy,93,22,Tuscany
3836,Portugal,93,100,Douro
3837,Italy,93,25,Tuscany
3838,France,93,24,Alsace
3839,US,93,32,California
3840,US,93,59,California
3841,Portugal,93,35,Tejo
3842,Italy,93,20,Tuscany
3843,Portugal,93,18,Douro
3844,Italy,93,16,Tuscany
3845,France,93,60,Alsace
3846,US,93,55,California
3847,Italy,92,42,Southern Italy
3848,Italy,92,,Sicily & Sardinia
3849,US,92,50,California
3850,Germany,92,31,Mosel
3851,US,92,100,Oregon
3852,France,92,,Loire Valley
3853,France,92,,Loire Valley
3854,France,92,,Loire Valley
3855,US,92,100,California
3856,Chile,92,60,Maipo Valley
3857,US,92,25,California
3858,US,92,50,California
3859,US,92,55,California
3860,US,92,50,California
3861,US,92,28,California
3862,Italy,92,,Lombardy
3863,France,92,28,Loire Valley
3864,US,92,45,California
3865,US,91,48,California
3866,US,91,60,Oregon
3867,Italy,91,,Southern Italy
3868,US,91,25,California
3869,US,91,20,California
3870,France,91,,Loire Valley
3871,Germany,91,84,Mosel
3872,US,91,37,California
3873,US,91,28,Oregon
3874,US,91,45,Oregon
3875,Italy,91,50,Central Italy
3876,US,86,18,California
3877,France,86,17,Loire Valley
3878,US,86,36,California
3879,US,86,18,California
3880,Australia,86,12,South Australia
3881,US,86,10,Washington
3882,Portugal,86,,Port
3883,Italy,86,,Tuscany
3884,US,86,55,Washington
3885,Spain,86,12,Catalonia
3886,Australia,86,12,Victoria
3887,Spain,86,12,Central Spain
3888,US,86,10,Washington
3889,US,86,23,California
3890,Spain,86,18,Galicia
3891,Portugal,86,12,Alentejano
3892,US,86,36,California
3893,US,86,18,California
3894,France,86,,Loire Valley
3895,Spain,86,13,Northern Spain
3896,US,86,34,California
3897,Spain,86,15,Levante
3898,US,86,12,California
3899,US,87,25,Oregon
3900,Italy,87,24,Northeastern Italy
3901,US,87,22,California
3902,Italy,87,16,Northeastern Italy
3903,Portugal,87,11,Lisboa
3904,US,87,34,California
3905,Italy,87,20,Northeastern Italy
3906,France,87,21,Loire Valley
3907,Italy,87,20,Northeastern Italy
3908,Italy,87,,Northeastern Italy
3909,Italy,87,22,Northeastern Italy
3910,Italy,87,19,Northeastern Italy
3911,Italy,87,19,Northeastern Italy
3912,US,87,38,Oregon
3913,France,87,22,Loire Valley
3914,Italy,87,30,Northeastern Italy
3915,US,87,31,California
3916,US,87,36,California
3917,Argentina,87,35,Mendoza Province
3918,Italy,87,20,Northeastern Italy
3919,Spain,87,17,Northern Spain
3920,US,87,47,California
3921,US,87,25,Oregon
3922,Portugal,87,18,Tejo
3923,US,87,30,California
3924,Italy,87,15,Northeastern Italy
3925,US,87,30,California
3926,Italy,87,20,Northeastern Italy
3927,Italy,87,,Northeastern Italy
3928,US,87,38,California
3929,Argentina,83,7,Mendoza Province
3930,Argentina,83,8,Mendoza Province
3931,US,83,10,California
3932,US,83,38,California
3933,Argentina,83,13,Other
3934,Argentina,83,11,Mendoza Province
3935,Spain,83,14,Northern Spain
3936,US,83,11,California
3937,US,83,20,California
3938,Portugal,83,8,Portuguese Table Wine
3939,US,83,13,California
3940,Argentina,83,25,Mendoza Province
3941,Argentina,83,10,Mendoza Province
3942,US,83,33,California
3943,US,83,10,California
3944,Spain,83,12,Northern Spain
3945,Portugal,83,14,Vinho Verde
3946,US,83,18,California
3947,Australia,83,15,Australia Other
3948,Portugal,83,6,Lisboa
3949,Australia,83,10,Australia Other
3950,Portugal,83,5,Vinho Verde
3951,Argentina,83,12,Mendoza Province
3952,Australia,83,9,Australia Other
3953,Spain,83,10,Northern Spain
3954,Italy,90,,Tuscany
3955,France,90,,Beaujolais
3956,France,90,,Beaujolais
3957,US,90,105,California
3958,Chile,90,32,Casablanca Valley
3959,Chile,90,24,Cachapoal Valley
3960,US,90,18,Washington
3961,Argentina,90,17,Mendoza Province
3962,Austria,90,,Kamptal
3963,France,90,140,Burgundy
3964,France,90,95,Burgundy
3965,US,90,195,California
3966,US,90,24,California
3967,US,90,15,California
3968,Italy,90,,Tuscany
3969,South Africa,90,47,Coastal Region
3970,Italy,90,,Veneto
3971,France,90,,Burgundy
3972,France,90,25,Bordeaux
3973,France,90,,Bordeaux
3974,US,90,98,California
3975,US,90,20,California
3976,US,90,36,California
3977,Italy,90,37,Veneto
3978,Italy,85,20,Piedmont
3979,New Zealand,85,16,Marlborough
3980,US,85,9,Washington
3981,US,85,20,California
3982,New Zealand,85,25,Marlborough
3983,Austria,85,48,Kamptal
3984,Italy,85,23,Piedmont
3985,US,85,25,California
3986,Italy,85,26,Piedmont
3987,Italy,85,13,Piedmont
3988,Italy,85,15,Piedmont
3989,Italy,85,16,Piedmont
3990,Italy,85,21,Piedmont
3991,US,85,30,Washington
3992,US,85,32,California
3993,US,85,13,California
3994,US,85,16,California
3995,Argentina,85,13,Other
3996,Italy,85,19,Piedmont
3997,US,88,20,New York
3998,Spain,88,96,Northern Spain
3999,US,88,18,New York
4000,Spain,88,18,Northern Spain
4001,US,88,19,Virginia
4002,Argentina,88,15,Mendoza Province
4003,US,88,33,California
4004,France,88,20,Provence
4005,France,88,18,Provence
4006,Italy,88,23,Southern Italy
4007,Croatia,88,20,Istria
4008,US,88,25,Washington
4009,US,88,20,New York
4010,Italy,88,,Southern Italy
4011,Argentina,88,14,Mendoza Province
4012,South Africa,88,25,Stellenbosch
4013,US,88,15,Washington
4014,US,88,32,Washington
4015,New Zealand,88,18,Marlborough
4016,Spain,88,24,Catalonia
4017,New Zealand,88,16,Hawke's Bay
4018,Italy,88,30,Southern Italy
4019,Croatia,88,27,Peljesac
4020,US,88,55,California
4021,US,88,58,California
4022,US,88,28,Washington
4023,Spain,88,11,Northern Spain
4024,South Africa,88,15,Coastal Region
4025,South Africa,88,,Stellenbosch
4026,Italy,88,,Southern Italy
4027,US,88,25,Washington
4028,US,88,25,California
4029,US,88,23,California
4030,US,88,42,California
4031,US,88,20,California
4032,France,88,25,Burgundy
4033,US,88,15,Washington
4034,US,88,38,Washington
4035,France,88,14,Loire Valley
4036,France,88,32,Burgundy
4037,France,88,35,Burgundy
4038,France,88,20,Loire Valley
4039,Italy,88,13,Veneto
4040,Italy,88,15,Veneto
4041,US,88,70,Washington
4042,US,88,15,Washington
4043,US,88,18,Washington
4044,US,88,34,Washington
4045,Argentina,88,20,Mendoza Province
4046,Chile,88,12,Curicó Valley
4047,US,88,18,New York
4048,Georgia,88,12,Kakheti
4049,New Zealand,88,25,Awatere Valley
4050,Argentina,88,20,Mendoza Province
4051,Uruguay,88,43,Canelones
4052,US,88,25,Washington
4053,Italy,88,60,Veneto
4054,Argentina,88,27,Mendoza Province
4055,US,88,36,Washington
4056,US,88,22,California
4057,US,90,25,California
4058,US,90,13,California
4059,US,90,17,Washington
4060,France,90,19,France Other
4061,US,90,25,California
4062,US,90,28,California
4063,US,90,45,Washington
4064,US,90,35,New York
4065,US,90,40,Washington
4066,US,90,40,California
4067,Italy,90,50,Tuscany
4068,Italy,90,50,Piedmont
4069,US,90,29,California
4070,Italy,90,40,Piedmont
4071,US,90,32,Washington
4072,US,90,19,California
4073,England,90,46,England
4074,US,90,36,California
4075,US,90,30,California
4076,US,90,26,Washington
4077,US,90,60,California
4078,US,90,35,California
4079,US,90,53,California
4080,US,90,31,Washington
4081,France,90,35,Loire Valley
4082,US,90,32,California
4083,US,90,50,California
4084,US,90,38,California
4085,Chile,90,40,Maipo Valley
4086,US,90,25,Washington
4087,US,86,55,California
4088,Spain,86,15,Northern Spain
4089,Italy,86,11,Northeastern Italy
4090,Portugal,86,,Vinho Verde
4091,Portugal,86,13,Alentejano
4092,Portugal,86,,Tejo
4093,Portugal,86,11,Douro
4094,US,86,39,Oregon
4095,US,86,35,California
4096,US,86,26,California
4097,Portugal,86,15,Alentejo
4098,Chile,86,15,Casablanca Valley
4099,Australia,86,12,South Australia
4100,US,86,54,California
4101,US,86,24,California
4102,US,86,33,California
4103,US,86,22,California
4104,Uruguay,86,16,Canelones
4105,US,86,30,California
4106,US,86,25,Oregon
4107,Portugal,86,24,Bairrada
4108,Portugal,86,12,Douro
4109,Chile,86,20,Colchagua Valley
4110,US,90,88,California
4111,US,90,35,California
4112,US,90,62,California
4113,US,90,28,California
4114,Germany,90,17,Mosel
4115,Germany,90,13,Mosel
4116,US,90,17,California
4117,US,90,35,California
4118,US,90,28,California
4119,Italy,90,,Sicily & Sardinia
4120,Germany,90,18,Mosel
4121,France,90,49,Champagne
4122,France,90,60,Champagne
4123,US,90,31,California
4124,US,90,48,California
4125,Italy,90,49,Piedmont
4126,Italy,90,40,Lombardy
4127,France,90,60,Champagne
4128,France,90,53,Champagne
4129,France,90,63,Champagne
4130,US,90,48,California
4131,France,90,27,Bordeaux
4132,US,90,30,California
4133,US,90,55,Oregon
4134,Portugal,90,15,Tejo
4135,France,90,65,Champagne
4136,Portugal,90,60,Port
4137,Australia,90,29,South Australia
4138,France,90,50,Champagne
4139,Portugal,90,60,Port
4140,US,92,66,Oregon
4141,France,92,80,Burgundy
4142,France,92,35,Burgundy
4143,US,92,58,California
4144,Italy,92,35,Southern Italy
4145,Portugal,92,26,Lisboa
4146,US,92,60,California
4147,US,92,50,Oregon
4148,US,92,60,California
4149,US,92,45,California
4150,US,92,95,Washington
4151,France,92,55,Champagne
4152,US,92,39,Oregon
4153,US,92,75,California
4154,Italy,92,100,Sicily & Sardinia
4155,France,92,48,Champagne
4156,US,92,35,California
4157,US,92,45,California
4158,US,92,80,California
4159,US,92,50,California
4160,US,92,27,California
4161,US,92,39,California
4162,Portugal,92,,Douro
4163,Italy,92,66,Southern Italy
4164,Portugal,92,35,Dão
4165,US,92,65,California
4166,Italy,92,,Southern Italy
4167,US,92,30,Oregon
4168,US,92,42,Washington
4169,Germany,92,210,Rheingau
4170,US,87,58,California
4171,US,87,26,Texas
4172,US,87,25,Washington
4173,US,87,35,California
4174,US,87,42,California
4175,US,87,15,California
4176,US,87,38,California
4177,US,87,14,Washington
4178,US,87,10,Washington
4179,US,87,10,Washington
4180,US,87,23,Texas
4181,US,87,14,New York
4182,Chile,87,12,Colchagua Valley
4183,France,87,18,Provence
4184,France,87,60,Burgundy
4185,Italy,87,9,Northeastern Italy
4186,US,87,55,California
4187,US,87,14,California
4188,US,87,25,New York
4189,US,87,20,New York
4190,Italy,87,79,Veneto
4191,US,87,19,California
4192,Chile,87,13,Rapel Valley
4193,US,87,23,California
4194,US,87,32,California
4195,US,87,25,Washington
4196,Chile,87,25,Aconcagua Costa
4197,France,87,19,Provence
4198,Chile,87,17,Peumo
4199,Chile,87,17,Marchigue
4200,US,87,17,California
4201,US,87,52,California
4202,Italy,87,,Veneto
4203,US,87,65,California
4204,France,87,18,Burgundy
4205,US,87,50,Washington
4206,South Africa,87,19,Paarl
4207,Argentina,87,12,Mendoza Province
4208,France,87,23,Burgundy
4209,Italy,87,14,Northeastern Italy
4210,Spain,87,20,Northern Spain
4211,Portugal,87,,Lisboa
4212,Portugal,87,12,Lisboa
4213,Portugal,87,15,Tejo
4214,US,87,25,California
4215,Germany,87,12,Rheinhessen
4216,US,87,39,California
4217,Italy,87,60,Tuscany
4218,Portugal,87,11,Vinho Verde
4219,Argentina,87,30,Mendoza Province
4220,US,87,30,California
4221,Italy,87,12,Veneto
4222,Italy,87,50,Veneto
4223,Argentina,87,50,Mendoza Province
4224,US,87,20,California
4225,Portugal,87,12,Tejo
4226,US,87,19,California
4227,France,87,17,Southwest France
4228,US,87,23,California
4229,US,87,30,California
4230,Italy,88,30,Tuscany
4231,Argentina,88,11,Mendoza Province
4232,US,88,23,New York
4233,US,88,22,Washington
4234,US,88,32,Washington
4235,New Zealand,88,35,Hawke's Bay
4236,US,88,34,California
4237,US,88,28,California
4238,US,88,34,California
4239,France,88,36,Burgundy
4240,US,88,100,California
4241,Chile,88,23,Casablanca Valley
4242,US,88,115,California
4243,,88,18,
4244,US,88,29,Washington
4245,US,88,45,California
4246,US,88,11,California
4247,Chile,88,16,Leyda Valley
4248,US,88,25,California
4249,US,88,26,California
4250,US,88,36,Washington
4251,US,88,50,Washington
4252,Spain,88,13,Northern Spain
4253,US,88,23,California
4254,US,88,42,Washington
4255,US,88,26,California
4256,US,88,18,California
4257,Argentina,88,15,Mendoza Province
4258,Italy,85,19,Piedmont
4259,Chile,85,17,Casablanca Valley
4260,US,85,13,Washington
4261,US,85,17,Washington
4262,France,85,16,France Other
4263,US,85,50,California
4264,Spain,85,11,Levante
4265,France,85,15,Bordeaux
4266,France,85,14,Bordeaux
4267,US,85,18,California
4268,US,85,26,Washington
4269,US,85,25,California
4270,US,85,10,California
4271,France,85,15,Rhône Valley
4272,US,85,14,New York
4273,Italy,85,19,Piedmont
4274,US,85,12,California
4275,US,85,10,Washington
4276,US,85,11,Washington
4277,France,85,,France Other
4278,France,85,20,France Other
4279,France,85,24,France Other
4280,US,85,49,California
4281,US,85,42,California
4282,France,85,,Bordeaux
4283,US,85,28,California
4284,France,85,,Loire Valley
4285,Spain,85,12,Catalonia
4286,Spain,85,10,Central Spain
4287,Spain,85,15,Levante
4288,France,89,31,Champagne
4289,US,89,14,California
4290,US,89,35,California
4291,US,89,24,California
4292,US,89,20,California
4293,Chile,89,25,Maule Valley
4294,Italy,89,30,Veneto
4295,Greece,89,20,Drama
4296,US,89,45,Washington
4297,Italy,89,28,Sicily & Sardinia
4298,US,89,21,California
4299,US,89,42,Washington
4300,Italy,89,25,Sicily & Sardinia
4301,US,89,16,Washington
4302,France,89,45,Champagne
4303,France,89,24,Bordeaux
4304,Italy,89,,Veneto
4305,Italy,89,43,Veneto
4306,New Zealand,89,15,Marlborough
4307,Italy,89,50,Veneto
4308,US,89,45,California
4309,US,89,30,California
4310,Italy,89,90,Veneto
4311,Chile,89,22,Aconcagua Valley
4312,US,89,13,California
4313,France,89,,Bordeaux
4314,Spain,89,25,Northern Spain
4315,France,89,32,Loire Valley
4316,US,89,18,New York
4317,Portugal,89,,Port
4318,Portugal,89,26,Port
4319,US,89,40,Oregon
4320,Chile,89,18,Maipo Valley
4321,Spain,89,17,Andalucia
4322,Italy,89,35,Central Italy
4323,US,89,48,California
4324,Australia,89,25,Western Australia
4325,France,88,,Bordeaux
4326,US,88,19,Oregon
4327,US,88,30,Oregon
4328,France,88,28,Loire Valley
4329,Spain,88,25,Andalucia
4330,Italy,88,42,Sicily & Sardinia
4331,Italy,88,19,Sicily & Sardinia
4332,Australia,88,24,South Australia
4333,Australia,88,60,Victoria
4334,Spain,90,32,Andalucia
4335,US,90,35,California
4336,Spain,90,44,Northern Spain
4337,US,90,75,California
4338,US,90,50,California
4339,Italy,90,130,Tuscany
4340,US,90,19,Oregon
4341,US,90,15,America
4342,US,90,48,Oregon
4343,US,90,23,California
4344,US,90,65,California
4345,US,90,32,Oregon
4346,US,90,22,California
4347,US,90,25,California
4348,US,90,35,California
4349,US,90,27,Oregon
4350,US,90,38,California
4351,US,90,48,California
4352,Italy,90,26,Tuscany
4353,US,90,15,California
4354,Spain,90,60,Northern Spain
4355,Italy,90,25,Tuscany
4356,France,90,20,Bordeaux
4357,France,90,25,Bordeaux
4358,France,90,20,Bordeaux
4359,France,90,30,Bordeaux
4360,France,90,,Bordeaux
4361,France,90,,Bordeaux
4362,France,90,25,Bordeaux
4363,Portugal,91,52,Douro
4364,France,91,37,Burgundy
4365,Italy,91,47,Northeastern Italy
4366,US,91,45,California
4367,Argentina,91,120,Other
4368,France,91,50,Burgundy
4369,Argentina,91,16,Mendoza Province
4370,Italy,91,55,Northeastern Italy
4371,France,91,60,Burgundy
4372,France,91,20,Burgundy
4373,France,91,75,Burgundy
4374,US,91,16,California
4375,US,91,45,Washington
4376,US,91,80,California
4377,France,91,32,Burgundy
4378,Spain,91,85,Northern Spain
4379,France,91,,Burgundy
4380,US,91,30,Washington
4381,US,91,45,Washington
4382,France,91,69,Burgundy
4383,France,91,69,Burgundy
4384,France,88,22,Beaujolais
4385,France,88,16,Burgundy
4386,France,88,45,Burgundy
4387,France,88,24,Burgundy
4388,France,88,25,Burgundy
4389,US,88,26,Washington
4390,US,88,19,Washington
4391,US,88,26,Washington
4392,US,88,10,California
4393,US,88,35,Washington
4394,US,88,35,Washington
4395,US,88,35,Washington
4396,US,88,35,California
4397,France,88,42,Burgundy
4398,France,88,42,Burgundy
4399,US,88,22,California
4400,US,88,17,New York
4401,France,88,31,Burgundy
4402,France,88,19,Beaujolais
4403,Italy,88,,Piedmont
4404,France,88,28,Burgundy
4405,US,88,22,New York
4406,Spain,88,17,Catalonia
4407,US,88,20,New York
4408,US,88,32,California
4409,France,88,47,Burgundy
4410,US,88,26,Washington
4411,US,88,35,Washington
4412,US,88,15,Washington
4413,France,88,26,Burgundy
4414,US,89,42,California
4415,Spain,89,38,Andalucia
4416,Italy,89,19,Piedmont
4417,US,89,49,Washington
4418,US,89,52,Washington
4419,US,89,40,Washington
4420,Spain,89,19,Andalucia
4421,US,89,55,California
4422,US,89,28,California
4423,Spain,89,19,Northern Spain
4424,US,89,38,Washington
4425,Italy,89,,Piedmont
4426,US,89,25,California
4427,US,89,49,California
4428,Italy,89,45,Piedmont
4429,France,89,20,Beaujolais
4430,France,89,27,Provence
4431,US,89,15,California
4432,Italy,89,46,Piedmont
4433,France,89,161,Burgundy
4434,France,89,45,Burgundy
4435,France,89,50,Burgundy
4436,France,89,30,Burgundy
4437,US,89,21,New York
4438,US,89,26,California
4439,France,89,40,Beaujolais
4440,Chile,89,20,Loncomilla Valley
4441,Italy,89,15,Central Italy
4442,US,88,24,Washington
4443,Italy,88,37,Piedmont
4444,US,85,30,Oregon
4445,Italy,85,10,Tuscany
4446,France,85,28,Rhône Valley
4447,Spain,85,10,Northern Spain
4448,Italy,85,10,Tuscany
4449,Portugal,85,,Vinho Verde
4450,US,85,22,Oregon
4451,US,85,10,California
4452,France,85,13,Southwest France
4453,France,85,,Provence
4454,US,85,10,California
4455,US,85,25,California
4456,US,85,25,California
4457,US,85,25,California
4458,US,85,48,California
4459,Spain,85,45,Catalonia
4460,Spain,85,8,Spain Other
4461,US,85,25,California
4462,US,85,90,California
4463,Italy,85,13,Central Italy
4464,US,85,32,California
4465,US,85,65,California
4466,US,85,85,California
4467,US,85,22,California
4468,US,91,40,Washington
4469,Italy,91,,Tuscany
4470,US,91,85,Washington
4471,US,91,32,California
4472,US,91,46,Washington
4473,US,91,49,California
4474,Spain,91,35,Northern Spain
4475,US,91,30,California
4476,US,91,75,Washington
4477,US,91,40,Washington
4478,US,91,48,Washington
4479,France,91,25,Burgundy
4480,Italy,91,60,Veneto
4481,France,91,24,Loire Valley
4482,US,91,28,Washington
4483,France,91,26,Loire Valley
4484,France,91,64,Burgundy
4485,US,91,42,California
4486,US,91,32,California
4487,US,91,75,California
4488,US,91,,California
4489,US,91,28,California
4490,New Zealand,91,50,Hawke's Bay
4491,New Zealand,91,35,Hawke's Bay
4492,US,91,67,California
4493,US,91,42,California
4494,France,91,,Loire Valley
4495,US,91,48,Washington
4496,US,91,80,California
4497,France,91,48,Burgundy
4498,South Africa,89,,Coastal Region
4499,South Africa,89,,Darling
4500,South Africa,89,,Stellenbosch
4501,South Africa,89,,Durbanville
4502,US,98,155,California
4503,Italy,97,60,Sicily & Sardinia
4504,US,97,50,California
4505,US,97,115,California
4506,US,96,70,California
4507,US,96,115,California
4508,US,96,90,California
4509,US,96,115,California
4510,US,96,58,California
4511,US,96,69,California
4512,US,96,88,California
4513,Italy,96,146,Piedmont
4514,US,95,72,California
4515,Italy,95,96,Piedmont
4516,US,95,44,California
4517,US,95,45,California
4518,US,95,47,California
4519,France,95,60,Loire Valley
4520,US,95,90,California
4521,US,95,48,California
4522,Italy,95,225,Piedmont
4523,Italy,95,30,Sicily & Sardinia
4524,Italy,95,40,Sicily & Sardinia
4525,US,95,50,California
4526,France,95,40,Loire Valley
4527,Italy,95,30,Sicily & Sardinia
4528,Chile,82,9,Central Valley
4529,US,82,32,California
4530,US,82,32,California
4531,US,82,36,California
4532,Spain,82,11,Northern Spain
4533,US,82,11,California
4534,Italy,82,20,Northeastern Italy
4535,US,82,20,California
4536,US,82,50,California
4537,US,82,20,California
4538,US,82,12,California
4539,Italy,82,21,Central Italy
4540,US,82,14,California
4541,US,82,17,California
4542,France,82,,Bordeaux
4543,Italy,82,21,Central Italy
4544,US,81,25,California
4545,US,81,14,California
4546,US,81,32,California
4547,France,81,12,Bordeaux
4548,Chile,81,10,Cachapoal Valley
4549,US,81,11,California
4550,US,81,11,California
4551,US,81,14,California
4552,Spain,81,7,Central Spain
4553,US,81,14,California
4554,Chile,81,13,Casablanca Valley
4555,Spain,81,12,Catalonia
4556,Italy,80,12,Central Italy
4557,Spain,80,14,Catalonia
4558,Spain,85,7,Central Spain
4559,Portugal,85,23,Douro
4560,US,85,17,Oregon
4561,Portugal,85,8,Douro
4562,Portugal,85,21,Douro
4563,France,85,15,Bordeaux
4564,US,85,29,California
4565,US,85,32,Oregon
4566,US,85,25,California
4567,Italy,85,15,Central Italy
4568,Italy,85,60,Central Italy
4569,Argentina,85,15,Mendoza Province
4570,Spain,85,11,Northern Spain
4571,Portugal,85,17,Lisboa
4572,Portugal,85,17,Lisboa
4573,Italy,85,25,Central Italy
4574,US,85,22,Oregon
4575,Portugal,85,10,Douro
4576,Portugal,85,,Lisboa
4577,France,85,18,Bordeaux
4578,Spain,85,11,Catalonia
4579,Portugal,85,10,Lisboa
4580,Portugal,85,17,Douro
4581,Portugal,85,,Douro
4582,Portugal,85,26,Douro
4583,Portugal,85,,Lisboa
4584,US,85,32,Oregon
4585,Italy,85,,Piedmont
4586,Portugal,85,12,Lisboa
4587,Portugal,85,9,Bairrada
4588,Spain,87,26,Galicia
4589,US,87,38,California
4590,US,87,18,California
4591,US,87,30,California
4592,US,87,75,California
4593,Italy,87,26,Veneto
4594,Italy,87,14,Veneto
4595,US,87,39,California
4596,US,87,22,California
4597,Italy,87,20,Veneto
4598,US,87,40,California
4599,US,87,30,California
4600,US,87,16,New York
4601,US,87,17,New York
4602,US,87,38,California
4603,US,87,115,California
4604,Spain,87,8,Levante
4605,France,87,12,Rhône Valley
4606,Chile,87,13,Casablanca Valley
4607,Italy,87,25,Veneto
4608,Italy,87,20,Veneto
4609,US,87,32,California
4610,France,87,16,Rhône Valley
4611,Spain,87,17,Northern Spain
4612,Spain,87,35,Northern Spain
4613,Spain,87,41,Catalonia
4614,US,87,13,New York
4615,US,87,18,New York
4616,Chile,87,8,Lontué Valley
4617,Italy,87,35,Veneto
4618,Italy,94,66,Piedmont
4619,US,94,75,Oregon
4620,US,94,40,California
4621,US,94,62,California
4622,US,94,41,California
4623,New Zealand,94,85,Hawke's Bay
4624,Argentina,94,55,Mendoza Province
4625,Italy,94,50,Piedmont
4626,Italy,94,50,Piedmont
4627,Italy,94,65,Piedmont
4628,US,94,65,Oregon
4629,US,94,62,California
4630,Italy,94,57,Piedmont
4631,Italy,94,100,Piedmont
4632,France,94,30,Loire Valley
4633,Argentina,94,68,Other
4634,US,94,37,California
4635,France,94,65,Loire Valley
4636,US,94,95,Oregon
4637,US,94,95,Oregon
4638,Argentina,94,125,Mendoza Province
4639,US,94,47,California
4640,US,94,44,California
4641,US,94,37,California
4642,Portugal,94,50,Dão
4643,Portugal,94,70,Bairrada
4644,France,94,39,Loire Valley
4645,France,94,50,Loire Valley
4646,Portugal,94,65,Port
4647,France,89,,Bordeaux
4648,France,89,,Bordeaux
4649,France,89,,Bordeaux
4650,France,89,,Bordeaux
4651,France,89,,Bordeaux
4652,France,89,,Bordeaux
4653,Italy,89,,Piedmont
4654,France,89,,Bordeaux
4655,France,89,,Bordeaux
4656,France,89,,Bordeaux
4657,South Africa,89,17,Paarl
4658,Argentina,89,16,Mendoza Province
4659,South Africa,89,27,Stellenbosch
4660,France,89,,Bordeaux
4661,France,89,,Bordeaux
4662,France,89,,Bordeaux
4663,France,89,,Bordeaux
4664,France,89,,Bordeaux
4665,France,89,,Bordeaux
4666,France,89,,Bordeaux
4667,US,89,18,California
4668,US,89,30,Washington
4669,Australia,89,20,Tasmania
4670,US,91,75,California
4671,US,91,25,California
4672,Germany,91,55,Rheingau
4673,US,91,115,California
4674,US,91,26,California
4675,US,91,80,Oregon
4676,US,91,50,California
4677,US,91,70,California
4678,Germany,91,29,Mosel
4679,Germany,91,40,Rheingau
4680,US,91,24,Oregon
4681,US,91,18,California
4682,Spain,91,45,Northern Spain
4683,US,91,48,California
4684,US,91,45,California
4685,US,91,59,California
4686,US,91,20,California
4687,US,91,20,California
4688,US,91,40,California
4689,US,91,24,California
4690,US,91,35,California
4691,US,91,40,California
4692,Chile,91,30,Cachapoal Valley
4693,US,91,40,California
4694,US,91,19,California
4695,US,91,24,California
4696,US,91,25,Oregon
4697,US,91,35,California
4698,Spain,91,17,Northern Spain
4699,Spain,91,20,Northern Spain
4700,France,87,18,Loire Valley
4701,France,87,18,Loire Valley
4702,Portugal,87,14,Bairrada
4703,US,87,22,Oregon
4704,US,87,25,Oregon
4705,Italy,87,30,Piedmont
4706,Italy,87,28,Piedmont
4707,Germany,87,16,Mosel
4708,Argentina,87,22,Mendoza Province
4709,Italy,87,45,Piedmont
4710,Italy,87,20,Piedmont
4711,Spain,87,12,Northern Spain
4712,US,87,90,California
4713,Italy,87,,Piedmont
4714,Germany,87,16,Mosel
4715,Germany,87,30,Mosel
4716,Italy,87,28,Piedmont
4717,Portugal,87,15,Douro
4718,US,87,25,California
4719,US,87,20,Oregon
4720,Portugal,87,14,Alentejano
4721,Portugal,87,10,Alentejano
4722,Germany,87,10,Mosel
4723,Australia,87,14,Victoria
4724,Israel,87,15,Galilee
4725,Argentina,87,20,Mendoza Province
4726,US,87,17,Oregon
4727,US,87,30,Oregon
4728,US,87,20,California
4729,Portugal,87,10,Tejo
4730,US,91,32,Washington
4731,US,90,45,Washington
4732,US,90,20,California
4733,US,90,60,California
4734,US,90,23,Washington
4735,US,90,12,Washington
4736,US,90,25,California
4737,US,90,18,Washington
4738,US,90,30,California
4739,US,90,20,California
4740,US,90,23,Washington
4741,US,90,18,California
4742,US,90,25,Washington
4743,US,90,28,Washington
4744,US,90,19,Washington
4745,US,90,25,California
4746,US,90,25,California
4747,US,89,18,California
4748,US,89,55,California
4749,US,89,40,California
4750,US,89,45,California
4751,US,89,50,Washington
4752,US,89,22,California
4753,US,89,25,Washington
4754,US,89,25,Washington
4755,US,89,35,California
4756,US,89,18,California
4757,US,88,16,California
4758,US,88,17,Washington
4759,US,88,15,Washington
4760,Spain,90,20,Northern Spain
4761,US,90,25,California
4762,Italy,90,85,Tuscany
4763,Austria,90,89,Weinland Österreich
4764,US,90,40,California
4765,Austria,90,21,Niederösterreich
4766,France,90,50,Bordeaux
4767,France,90,,Bordeaux
4768,France,90,,Bordeaux
4769,US,90,24,Washington
4770,Italy,90,,Tuscany
4771,Italy,90,26,Tuscany
